PeakID	chr	start	end	strand	NormalizedTagCount	focusratio	findPeaksScore	FoldChangevsLocal	p-valuevsLocal	ClonalFoldChange
chr2-18	chr2	167368547	167368701	+	692.2	0.939	214.000000	218.79	0.00e+00	0.71
chr5-1	chr5	36563242	36563396	+	682.0	0.930	246.000000	112.90	0.00e+00	0.61
chr7-8	chr7	68739148	68739302	+	681.0	0.960	228.000000	138.18	0.00e+00	0.66
chr7-5	chr7	30394512	30394666	+	679.0	0.877	234.000000	116.37	0.00e+00	0.64
chr15-1	chr15	30610743	30610897	+	676.9	0.860	249.000000	131.02	0.00e+00	0.60
chr2-8	chr2	50842063	50842217	+	675.9	0.884	236.000000	208.42	0.00e+00	0.64
chr6-3	chr6	42353312	42353466	+	673.9	0.967	228.000000	110.10	0.00e+00	0.66
chr12-1	chr12	76318999	76319153	+	673.9	0.899	234.000000	260.05	0.00e+00	0.64
chr8-2	chr8	126755794	126755948	+	672.9	0.948	236.000000	69.61	0.00e+00	0.64
chr13-5	chr13	107838173	107838327	+	671.8	0.960	232.000000	192.10	0.00e+00	0.66
chr7-4	chr7	43392495	43392649	+	668.8	0.948	235.000000	271.41	0.00e+00	0.64
chr4-23	chr4	3724819	3724973	+	662.7	0.958	189.000000	202.36	0.00e+00	0.80
chr19-1	chr19	8020073	8020227	+	654.6	0.737	236.000000	97.11	0.00e+00	0.63
chr9-6	chr9	13540937	13541091	+	649.5	0.911	227.000000	124.94	0.00e+00	0.65
chr8-1	chr8	88662442	88662596	+	648.5	0.903	240.000000	148.87	0.00e+00	0.63
chr11-3	chr11	70680054	70680208	+	645.4	0.897	233.000000	104.64	0.00e+00	0.64
chr2-10	chr2	60288763	60288917	+	641.4	0.903	234.000000	95.15	0.00e+00	0.63
chr15-2	chr15	55381781	55381935	+	641.4	0.860	237.000000	115.93	0.00e+00	0.62
chr3-4	chr3	106790042	106790196	+	640.3	0.895	227.000000	80.08	0.00e+00	0.65
chr5-3	chr5	24687842	24687996	+	634.2	0.960	232.000000	130.80	0.00e+00	0.64
chr2-12	chr2	129586244	129586398	+	632.2	0.929	228.000000	261.63	0.00e+00	0.65
chr5-2	chr5	102498857	102499011	+	626.1	0.914	235.000000	64.78	0.00e+00	0.63
chr15-4	chr15	7085199	7085353	+	626.1	0.874	228.000000	234.43	0.00e+00	0.65
chr6-2	chr6	89280623	89280777	+	620.0	0.906	237.000000	79.43	0.00e+00	0.63
chr1-4	chr1	132341826	132341980	+	619.0	0.927	236.000000	164.98	0.00e+00	0.63
chr10-1	chr10	60273471	60273625	+	619.0	0.924	232.000000	52.12	0.00e+00	0.65
chr15-7	chr15	38644521	38644675	+	618.0	0.936	219.000000	141.87	0.00e+00	0.67
chr2-13	chr2	167760205	167760359	+	617.0	0.942	228.000000	151.01	0.00e+00	0.65
chr9-7	chr9	110676703	110676857	+	614.9	0.806	226.000000	48.23	0.00e+00	0.65
chr11-7	chr11	3105506	3105660	+	614.9	0.741	227.000000	98.93	0.00e+00	0.65
chr11-4	chr11	115133906	115134060	+	613.9	0.879	233.000000	85.25	0.00e+00	0.63
chr14-3	chr14	48131702	48131856	+	612.9	0.933	221.000000	141.74	0.00e+00	0.67
chr16-3	chr16	14109812	14109966	+	610.9	0.948	228.000000	112.03	0.00e+00	0.64
chr11-9	chr11	20112337	20112491	+	607.8	0.916	222.000000	73.10	0.00e+00	0.66
chr13-7	chr13	37658165	37658319	+	600.7	0.950	210.000000	149.94	0.00e+00	0.70
chr16-7	chr16	32401668	32401822	+	595.6	0.973	211.000000	98.34	0.00e+00	0.71
chr2-6	chr2	19004916	19005070	+	594.6	0.893	240.000000	118.74	0.00e+00	0.61
chr16-2	chr16	91522174	91522328	+	594.6	0.831	239.000000	53.82	0.00e+00	0.61
chr11-8	chr11	67537460	67537614	+	593.6	0.976	224.000000	324.68	0.00e+00	0.66
chr13-6	chr13	52572608	52572762	+	592.6	0.922	220.000000	61.31	0.00e+00	0.67
chr8-6	chr8	25052041	25052195	+	585.5	0.966	221.000000	104.03	0.00e+00	0.66
chr14-1	chr14	70402536	70402690	+	583.4	0.930	232.000000	247.96	0.00e+00	0.64
chr3-3	chr3	10025926	10026080	+	582.4	0.947	227.000000	186.91	0.00e+00	0.64
chr8-4	chr8	72008432	72008586	+	575.3	0.889	227.000000	136.56	0.00e+00	0.64
chr4-2	chr4	53353508	53353662	+	574.3	0.805	228.000000	161.26	0.00e+00	0.64
chr7-2	chr7	25776846	25777000	+	574.3	0.831	244.000000	112.18	0.00e+00	0.60
chr19-3	chr19	8518368	8518522	+	574.3	0.890	213.000000	325.44	0.00e+00	0.69
chr1-5	chr1	143916602	143916756	+	571.2	0.860	227.000000	118.98	0.00e+00	0.64
chr7-10	chr7	116446796	116446950	+	570.2	0.894	218.000000	144.63	0.00e+00	0.67
chr9-14	chr9	66599688	66599842	+	569.2	0.945	208.000000	129.72	0.00e+00	0.70
chr13-2	chr13	20127665	20127819	+	569.2	0.857	240.000000	152.36	0.00e+00	0.61
chr4-6	chr4	141477770	141477924	+	566.1	0.821	216.000000	175.43	0.00e+00	0.68
chr7-6	chr7	142442751	142442905	+	566.1	0.902	233.000000	128.56	0.00e+00	0.63
chr5-10	chr5	149246092	149246246	+	564.1	0.883	218.000000	78.50	0.00e+00	0.67
chr5-6	chr5	123713858	123714012	+	563.1	0.960	227.000000	340.58	0.00e+00	0.64
chr1-7	chr1	87626497	87626651	+	559.0	0.959	215.000000	76.28	0.00e+00	0.67
chr2-11	chr2	167949340	167949494	+	559.0	0.878	234.000000	98.22	0.00e+00	0.62
chr11-2	chr11	117991879	117992033	+	559.0	0.810	241.000000	62.57	0.00e+00	0.61
chr5-4	chr5	113945327	113945481	+	558.0	0.925	229.000000	172.91	0.00e+00	0.64
chr13-9	chr13	9125293	9125447	+	558.0	0.925	206.000000	152.61	0.00e+00	0.70
chr13-4	chr13	111936125	111936279	+	558.0	0.863	234.000000	105.41	0.00e+00	0.63
chr18-1	chr18	44757792	44757946	+	558.0	0.926	223.000000	263.91	0.00e+00	0.65
chr4-11	chr4	132078494	132078648	+	556.0	0.975	209.000000	112.81	0.00e+00	0.69
chr7-16	chr7	3898151	3898305	+	553.9	0.948	201.000000	338.30	0.00e+00	0.73
chr13-10	chr13	37451647	37451801	+	553.9	0.950	206.000000	159.84	0.00e+00	0.71
chr3-5	chr3	20027458	20027612	+	552.9	0.871	224.000000	108.01	0.00e+00	0.65
chr2-7	chr2	92483661	92483815	+	551.9	0.925	239.000000	275.53	0.00e+00	0.60
chr16-1	chr16	59604214	59604368	+	551.9	0.835	242.000000	93.83	0.00e+00	0.60
chr10-5	chr10	19691921	19692075	+	550.9	0.916	212.000000	124.65	0.00e+00	0.69
chr11-10	chr11	95688538	95688692	+	550.9	0.943	219.000000	258.60	0.00e+00	0.66
chr5-7	chr5	137076268	137076422	+	547.8	0.862	223.000000	66.78	0.00e+00	0.65
chr17-3	chr17	35172562	35172716	+	546.8	0.923	223.000000	254.79	0.00e+00	0.65
chr11-14	chr11	85812605	85812759	+	545.8	0.959	209.000000	158.95	0.00e+00	0.69
chr13-3	chr13	41467290	41467444	+	544.8	0.877	235.000000	60.87	0.00e+00	0.62
chr10-2	chr10	19939273	19939427	+	543.8	0.912	225.000000	61.30	0.00e+00	0.65
chr5-5	chr5	120570353	120570507	+	541.7	0.960	229.000000	221.28	0.00e+00	0.63
chr12-9	chr12	71968733	71968887	+	541.7	0.930	204.000000	420.71	0.00e+00	0.71
chr8-9	chr8	80338017	80338171	+	539.7	0.924	212.000000	181.55	0.00e+00	0.68
chr8-5	chr8	79415050	79415204	+	536.7	0.973	227.000000	334.23	0.00e+00	0.64
chr9-21	chr9	77828563	77828717	+	536.7	0.956	195.000000	185.48	0.00e+00	0.74
chr14-2	chr14	70175367	70175521	+	536.7	0.847	229.000000	157.75	0.00e+00	0.63
chr17-4	chr17	84057206	84057360	+	536.7	0.901	221.000000	49.28	0.00e+00	0.66
chr3-2	chr3	90383748	90383902	+	535.6	0.901	235.000000	265.31	0.00e+00	0.62
chr7-7	chr7	100950630	100950784	+	535.6	0.713	232.000000	65.55	0.00e+00	0.62
chr5-21	chr5	30638248	30638402	+	534.6	0.957	205.000000	487.39	0.00e+00	0.71
chr14-4	chr14	105288704	105288858	+	533.6	0.922	219.000000	357.08	0.00e+00	0.66
chr11-5	chr11	71251576	71251730	+	531.6	0.751	229.000000	68.10	0.00e+00	0.63
chr11-6	chr11	109473776	109473930	+	531.6	0.848	229.000000	77.22	0.00e+00	0.63
chr9-5	chr9	114742904	114743058	+	529.5	0.771	233.000000	117.70	0.00e+00	0.62
chr2-16	chr2	164862630	164862784	+	528.5	0.872	216.000000	54.77	0.00e+00	0.68
chr9-11	chr9	120058866	120059020	+	528.5	0.807	217.000000	72.12	0.00e+00	0.67
chr2-23	chr2	84967473	84967627	+	527.5	0.970	201.000000	510.50	0.00e+00	0.72
chr14-7	chr14	30457931	30458085	+	525.5	0.872	203.000000	76.34	0.00e+00	0.71
chr7-9	chr7	16820459	16820613	+	524.5	0.898	224.000000	195.21	0.00e+00	0.65
chr2-15	chr2	157077607	157077761	+	523.5	0.879	216.000000	154.58	0.00e+00	0.67
chr1-6	chr1	134196466	134196620	+	522.4	0.931	220.000000	322.18	0.00e+00	0.65
chr8-8	chr8	45333698	45333852	+	522.4	0.931	214.000000	58.47	0.00e+00	0.67
chr6-17	chr6	87672119	87672273	+	521.4	0.962	202.000000	300.91	0.00e+00	0.72
chr8-20	chr8	117526267	117526421	+	521.4	0.959	192.000000	504.60	0.00e+00	0.75
chr2-14	chr2	153291309	153291463	+	520.4	0.935	216.000000	263.99	0.00e+00	0.66
chr9-15	chr9	22225623	22225777	+	519.4	0.981	206.000000	371.26	0.00e+00	0.70
chr3-8	chr3	108797859	108798013	+	518.4	0.919	214.000000	254.74	0.00e+00	0.67
chr15-12	chr15	62152316	62152470	+	518.4	0.954	212.000000	402.55	0.00e+00	0.68
chr9-354	chr9	3025456	3025610	+	516.3	0.994	97.000000	63.56	0.00e+00	1.47
chr4-4	chr4	47315527	47315681	+	514.3	0.775	219.000000	50.47	0.00e+00	0.65
chr6-12	chr6	83455438	83455592	+	514.3	0.920	207.000000	63.81	0.00e+00	0.70
chr16-12	chr16	11343397	11343551	+	514.3	0.964	205.000000	229.44	0.00e+00	0.70
chr4-7	chr4	99224898	99225052	+	512.3	0.969	215.000000	270.78	0.00e+00	0.67
chr6-5	chr6	116004845	116004999	+	512.3	0.949	213.000000	110.35	0.00e+00	0.67
chr17-7	chr17	87379019	87379173	+	512.3	0.953	211.000000	149.88	0.00e+00	0.68
chr6-6	chr6	90790705	90790859	+	511.3	0.953	212.000000	80.20	0.00e+00	0.68
chr9-13	chr9	16215440	16215594	+	511.3	0.865	209.000000	92.95	0.00e+00	0.69
chr11-15	chr11	69931090	69931244	+	511.3	0.846	207.000000	185.89	0.00e+00	0.69
chr16-4	chr16	32189230	32189384	+	510.2	0.829	217.000000	65.50	0.00e+00	0.66
chr10-4	chr10	10558169	10558323	+	509.2	0.942	214.000000	175.04	0.00e+00	0.66
chr4-3	chr4	135919104	135919258	+	508.2	0.899	220.000000	63.55	0.00e+00	0.65
chr18-3	chr18	77797223	77797377	+	508.2	0.928	207.000000	112.17	0.00e+00	0.69
chr3-7	chr3	127355329	127355483	+	507.2	0.803	215.000000	182.31	0.00e+00	0.66
chr5-19	chr5	31571439	31571593	+	507.2	0.899	207.000000	74.19	0.00e+00	0.69
chr6-10	chr6	88068857	88069011	+	506.2	0.968	210.000000	58.74	0.00e+00	0.68
chr14-5	chr14	31930583	31930737	+	506.2	0.860	211.000000	219.58	0.00e+00	0.68
chr7-30	chr7	100431311	100431465	+	505.2	0.970	188.000000	107.71	0.00e+00	0.76
chr16-6	chr16	15890058	15890212	+	505.2	0.874	212.000000	94.29	0.00e+00	0.67
chr18-7	chr18	46179416	46179570	+	505.2	0.918	202.000000	196.15	0.00e+00	0.72
chr19-2	chr19	6869477	6869631	+	503.1	0.917	221.000000	117.65	0.00e+00	0.64
chr2-17	chr2	79742095	79742249	+	501.1	0.945	215.000000	338.92	0.00e+00	0.66
chr15-21	chr15	66812652	66812806	+	501.1	0.923	198.000000	50.03	0.00e+00	0.72
chr13-13	chr13	37843951	37844105	+	500.1	0.920	202.000000	58.69	0.00e+00	0.70
chr15-6	chr15	64100581	64100735	+	499.1	0.885	222.000000	156.18	0.00e+00	0.64
chr15-10	chr15	103453584	103453738	+	498.0	0.950	213.000000	94.36	0.00e+00	0.69
chr1-25	chr1	191325707	191325861	+	497.0	0.965	199.000000	91.95	0.00e+00	0.72
chr1-23	chr1	191756647	191756801	+	497.0	0.971	201.000000	406.03	0.00e+00	0.70
chr3-10	chr3	27689549	27689703	+	497.0	0.934	207.000000	133.61	0.00e+00	0.68
chr6-4	chr6	116679709	116679863	+	497.0	0.865	220.000000	75.70	0.00e+00	0.64
chr15-9	chr15	84235796	84235950	+	497.0	0.859	214.000000	117.09	0.00e+00	0.67
chr12-2	chr12	100012967	100013121	+	495.0	0.943	218.000000	399.18	0.00e+00	0.65
chr18-2	chr18	54847041	54847195	+	495.0	0.885	220.000000	73.96	0.00e+00	0.64
chr7-39	chr7	16244188	16244342	+	494.0	0.975	184.000000	128.93	0.00e+00	0.77
chr1-11	chr1	179546309	179546463	+	491.9	0.926	209.000000	177.84	0.00e+00	0.68
chr16-9	chr16	23279917	23280071	+	491.9	0.922	209.000000	95.80	0.00e+00	0.68
chr19-8	chr19	60940025	60940179	+	491.9	0.960	206.000000	210.51	0.00e+00	0.69
chr2-21	chr2	154569104	154569258	+	490.9	0.939	203.000000	346.97	0.00e+00	0.70
chr6-36	chr6	89398054	89398208	+	489.9	0.971	181.000000	256.81	0.00e+00	0.78
chr12-5	chr12	104990844	104990998	+	489.9	0.943	211.000000	102.38	0.00e+00	0.68
chr2-34	chr2	31763389	31763543	+	488.9	0.940	194.000000	80.29	0.00e+00	0.73
chr1-19	chr1	128590876	128591030	+	486.9	0.958	203.000000	130.88	0.00e+00	0.70
chr2-9	chr2	71338228	71338382	+	486.9	0.818	235.000000	157.05	0.00e+00	0.60
chr8-7	chr8	123248654	123248808	+	485.8	0.943	219.000000	81.93	0.00e+00	0.65
chr9-9	chr9	57854398	57854552	+	485.8	0.914	220.000000	328.61	0.00e+00	0.64
chr11-18	chr11	106759096	106759250	+	485.8	0.920	205.000000	108.37	0.00e+00	0.69
chr1-9	chr1	92934237	92934391	+	484.8	0.926	212.000000	216.29	0.00e+00	0.67
chr1-12	chr1	134093988	134094142	+	484.8	0.953	208.000000	62.49	0.00e+00	0.69
chr9-12	chr9	40784170	40784324	+	484.8	0.983	210.000000	74.56	0.00e+00	0.67
chr5-11	chr5	117147351	117147505	+	482.8	0.784	217.000000	46.58	0.00e+00	0.65
chr4-13	chr4	154929562	154929716	+	479.7	0.929	207.000000	70.02	0.00e+00	0.69
chr5-16	chr5	64960880	64961034	+	478.7	0.856	209.000000	84.59	0.00e+00	0.67
chr4-17	chr4	117127103	117127257	+	477.7	0.954	199.000000	50.59	0.00e+00	0.71
chr9-16	chr9	61349779	61349933	+	477.7	0.951	204.000000	208.68	0.00e+00	0.69
chr10-25	chr10	78481058	78481212	+	477.7	0.967	185.000000	77.25	0.00e+00	0.76
chr16-10	chr16	33915092	33915246	+	477.7	0.962	207.000000	98.52	0.00e+00	0.68
chr5-12	chr5	92279301	92279455	+	476.7	0.903	215.000000	85.92	0.00e+00	0.66
chr8-10	chr8	13155519	13155673	+	476.7	0.953	209.000000	107.09	0.00e+00	0.68
chr2-40	chr2	148875655	148875809	+	475.7	0.909	192.000000	105.73	0.00e+00	0.74
chr8-11	chr8	108781297	108781451	+	475.7	0.929	208.000000	220.01	0.00e+00	0.68
chr17-11	chr17	71616110	71616264	+	475.7	0.895	199.000000	154.24	0.00e+00	0.72
chr4-8	chr4	150608798	150608952	+	474.7	0.924	211.000000	248.81	0.00e+00	0.66
chr5-15	chr5	66112273	66112427	+	474.7	0.884	210.000000	120.39	0.00e+00	0.68
chr6-11	chr6	17629206	17629360	+	474.7	0.904	209.000000	193.88	0.00e+00	0.67
chr1-8	chr1	149841008	149841162	+	473.6	0.861	215.000000	91.96	0.00e+00	0.65
chr6-13	chr6	135228418	135228572	+	472.6	0.876	206.000000	220.22	0.00e+00	0.68
chr8-12	chr8	46595692	46595846	+	472.6	0.832	205.000000	247.75	0.00e+00	0.68
chr12-12	chr12	84285306	84285460	+	472.6	0.968	195.000000	165.17	0.00e+00	0.72
chr7-18	chr7	100964301	100964455	+	469.6	0.960	201.000000	47.57	0.00e+00	0.69
chr12-4	chr12	55389822	55389976	+	469.6	0.874	213.000000	167.83	0.00e+00	0.66
chr15-22	chr15	36879798	36879952	+	469.6	0.931	197.000000	184.61	0.00e+00	0.71
chr4-16	chr4	59238766	59238920	+	468.6	0.795	200.000000	60.15	0.00e+00	0.70
chr4-15	chr4	136893033	136893187	+	467.5	0.885	203.000000	131.30	0.00e+00	0.69
chr5-24	chr5	32112627	32112781	+	467.5	0.851	200.000000	93.66	0.00e+00	0.70
chr4-20	chr4	53860144	53860298	+	466.5	0.986	194.000000	413.33	0.00e+00	0.72
chr1-21	chr1	46921720	46921874	+	465.5	0.939	201.000000	329.01	0.00e+00	0.70
chr1-10	chr1	148903193	148903347	+	465.5	0.922	210.000000	352.80	0.00e+00	0.67
chr2-47	chr2	75792559	75792713	+	465.5	0.914	185.000000	184.17	0.00e+00	0.75
chr2-24	chr2	79036425	79036579	+	465.5	0.955	199.000000	401.13	0.00e+00	0.70
chr6-16	chr6	15841659	15841813	+	465.5	0.975	202.000000	88.20	0.00e+00	0.69
chr6-14	chr6	5362060	5362214	+	464.5	0.812	205.000000	62.84	0.00e+00	0.68
chr10-3	chr10	25284543	25284697	+	464.5	0.826	219.000000	143.23	0.00e+00	0.64
chr13-15	chr13	24791519	24791673	+	464.5	0.934	197.000000	100.75	0.00e+00	0.72
chr18-4	chr18	46474835	46474989	+	464.5	0.926	206.000000	77.30	0.00e+00	0.68
chr6-15	chr6	37617461	37617615	+	462.5	0.899	203.000000	274.44	0.00e+00	0.68
chr8-19	chr8	10849528	10849682	+	462.5	0.958	193.000000	81.26	0.00e+00	0.72
chr11-19	chr11	95712122	95712276	+	462.5	0.949	204.000000	112.32	0.00e+00	0.69
chr12-7	chr12	32111658	32111812	+	462.5	0.864	207.000000	151.51	0.00e+00	0.68
chr1-13	chr1	166339229	166339383	+	461.5	0.974	208.000000	345.55	0.00e+00	0.67
chr15-36	chr15	31336718	31336872	+	461.5	0.920	184.000000	87.96	0.00e+00	0.77
chr16-43	chr16	57216108	57216262	+	461.5	0.975	176.000000	70.11	0.00e+00	0.79
chr16-13	chr16	84967157	84967311	+	461.5	0.900	205.000000	166.82	0.00e+00	0.68
chr7-32	chr7	3915560	3915714	+	460.4	0.960	187.000000	336.77	0.00e+00	0.75
chr15-18	chr15	98511423	98511577	+	460.4	0.927	203.000000	134.09	0.00e+00	0.70
chr18-5	chr18	62720017	62720171	+	460.4	0.894	206.000000	245.45	0.00e+00	0.68
chr6-18	chr6	120567610	120567764	+	459.4	0.967	201.000000	203.51	0.00e+00	0.69
chr8-15	chr8	88300338	88300492	+	459.4	0.817	202.000000	85.75	0.00e+00	0.69
chr11-23	chr11	58959240	58959394	+	459.4	0.945	201.000000	153.72	0.00e+00	0.70
chr1-14	chr1	191724755	191724909	+	458.4	0.905	207.000000	173.70	0.00e+00	0.68
chr2-19	chr2	73526867	73527021	+	458.4	0.934	208.000000	154.20	0.00e+00	0.67
chr5-25	chr5	147542336	147542490	+	458.4	0.927	198.000000	306.75	0.00e+00	0.71
chr4-10	chr4	132780390	132780544	+	456.4	0.868	210.000000	217.48	0.00e+00	0.67
chr15-13	chr15	80619898	80620052	+	456.4	0.958	210.000000	251.81	0.00e+00	0.66
chr1-20	chr1	136141710	136141864	+	455.4	0.916	202.000000	60.43	0.00e+00	0.69
chr15-14	chr15	59728205	59728359	+	455.4	0.861	209.000000	79.34	0.00e+00	0.66
chr1-54	chr1	154006160	154006314	+	453.3	0.923	180.000000	85.12	0.00e+00	0.78
chr3-22	chr3	103728055	103728209	+	453.3	0.958	191.000000	475.25	0.00e+00	0.72
chr15-15	chr15	102393620	102393774	+	453.3	0.854	207.000000	142.58	0.00e+00	0.68
chr19-13	chr19	3914660	3914814	+	453.3	0.968	192.000000	106.80	0.00e+00	0.73
chr1-24	chr1	156437428	156437582	+	451.3	0.879	199.000000	142.65	0.00e+00	0.71
chr3-6	chr3	30864756	30864910	+	451.3	0.876	221.000000	99.60	0.00e+00	0.63
chr6-26	chr6	127266107	127266261	+	451.3	0.888	191.000000	119.27	0.00e+00	0.73
chr11-21	chr11	20231286	20231440	+	451.3	0.937	202.000000	186.76	0.00e+00	0.69
chr11-11	chr11	70374393	70374547	+	451.3	0.892	216.000000	111.32	0.00e+00	0.65
chr7-14	chr7	3442880	3443034	+	450.3	0.940	203.000000	146.00	0.00e+00	0.68
chr14-6	chr14	117625474	117625628	+	450.3	0.921	207.000000	566.46	0.00e+00	0.67
chr2-43	chr2	6259294	6259448	+	449.3	0.966	188.000000	69.78	0.00e+00	0.73
chr8-18	chr8	115778548	115778702	+	449.3	0.924	197.000000	657.19	0.00e+00	0.70
chr10-17	chr10	118052126	118052280	+	449.3	0.910	190.000000	76.58	0.00e+00	0.73
chr11-31	chr11	31736138	31736292	+	449.3	0.936	195.000000	120.77	0.00e+00	0.71
chr5-38	chr5	135686524	135686678	+	448.2	0.911	190.000000	125.87	0.00e+00	0.73
chr5-59	chr5	148495321	148495475	+	448.2	0.881	183.000000	107.21	0.00e+00	0.75
chr6-25	chr6	71963733	71963887	+	448.2	0.969	191.000000	183.09	0.00e+00	0.72
chr14-12	chr14	45050258	45050412	+	448.2	0.966	192.000000	69.79	0.00e+00	0.72
chr16-8	chr16	13197430	13197584	+	448.2	0.874	209.000000	73.23	0.00e+00	0.66
chr1-28	chr1	36162764	36162918	+	447.2	0.938	196.000000	270.49	0.00e+00	0.71
chr17-12	chr17	86128352	86128506	+	447.2	0.972	199.000000	396.22	0.00e+00	0.70
chr2-25	chr2	91070623	91070777	+	446.2	0.850	199.000000	86.63	0.00e+00	0.69
chr3-16	chr3	105047046	105047200	+	446.2	0.756	194.000000	50.66	0.00e+00	0.71
chr7-47	chr7	31008210	31008364	+	446.2	0.893	180.000000	111.38	0.00e+00	0.77
chr9-18	chr9	14758718	14758872	+	446.2	0.970	202.000000	384.49	0.00e+00	0.68
chr11-17	chr11	75533073	75533227	+	446.2	0.893	205.000000	63.65	0.00e+00	0.67
chr15-30	chr15	58692000	58692154	+	446.2	0.868	189.000000	146.18	0.00e+00	0.73
chr10-11	chr10	94576022	94576176	+	445.2	0.916	195.000000	198.61	0.00e+00	0.72
chr5-71	chr5	98018238	98018392	+	444.2	0.941	175.000000	84.41	0.00e+00	0.79
chr17-9	chr17	31594716	31594870	+	444.2	0.767	207.000000	175.72	0.00e+00	0.67
chr3-9	chr3	36469019	36469173	+	443.2	0.976	208.000000	81.99	0.00e+00	0.66
chr7-17	chr7	49454721	49454875	+	442.1	0.959	201.000000	235.69	0.00e+00	0.68
chr10-16	chr10	111119319	111119473	+	442.1	0.940	190.000000	168.56	0.00e+00	0.72
chr14-9	chr14	121987380	121987534	+	442.1	0.974	202.000000	58.80	0.00e+00	0.69
chr4-19	chr4	114934219	114934373	+	441.1	0.918	197.000000	402.14	0.00e+00	0.70
chr15-29	chr15	59807787	59807941	+	441.1	0.844	190.000000	62.92	0.00e+00	0.73
chr2-36	chr2	71814163	71814317	+	439.1	0.958	194.000000	177.05	0.00e+00	0.71
chr11-25	chr11	51931874	51932028	+	439.1	0.894	200.000000	60.97	0.00e+00	0.70
chr12-6	chr12	91736347	91736501	+	439.1	0.936	208.000000	53.53	0.00e+00	0.66
chr16-5	chr16	11456471	11456625	+	439.1	0.888	213.000000	83.19	0.00e+00	0.66
chr11-20	chr11	106957506	106957660	+	438.1	0.929	204.000000	243.86	0.00e+00	0.67
chr11-37	chr11	115209312	115209466	+	438.1	0.969	189.000000	272.83	0.00e+00	0.73
chr11-27	chr11	70595784	70595938	+	437.1	0.834	197.000000	55.76	0.00e+00	0.69
chr19-7	chr19	34515754	34515908	+	437.1	0.800	206.000000	53.91	0.00e+00	0.67
chr19-9	chr19	37503119	37503273	+	437.1	0.859	198.000000	151.89	0.00e+00	0.69
chr1-22	chr1	179434848	179435002	+	436.0	0.941	201.000000	253.96	0.00e+00	0.68
chr5-23	chr5	92435251	92435405	+	436.0	0.863	201.000000	154.96	0.00e+00	0.68
chr8-47	chr8	105996438	105996592	+	436.0	0.943	176.000000	126.40	0.00e+00	0.78
chr12-23	chr12	84748253	84748407	+	436.0	0.932	181.000000	71.06	0.00e+00	0.76
chr11-16	chr11	79305792	79305946	+	435.0	0.874	207.000000	72.78	0.00e+00	0.66
chr2-30	chr2	28591602	28591756	+	434.0	0.776	196.000000	77.78	0.00e+00	0.72
chr3-30	chr3	88648215	88648369	+	434.0	0.945	185.000000	108.33	0.00e+00	0.74
chr4-21	chr4	145276644	145276798	+	434.0	0.944	192.000000	107.48	0.00e+00	0.72
chr11-55	chr11	55208429	55208583	+	434.0	0.913	182.000000	49.10	0.00e+00	0.75
chr9-28	chr9	63731529	63731683	+	433.0	0.929	186.000000	226.97	0.00e+00	0.74
chr9-25	chr9	104972973	104973127	+	433.0	0.951	192.000000	567.42	0.00e+00	0.71
chr1-17	chr1	162565030	162565184	+	432.0	0.972	204.000000	70.76	0.00e+00	0.67
chr5-18	chr5	96980151	96980305	+	432.0	0.873	208.000000	157.98	0.00e+00	0.67
